name,date,tech_self_score,strengths,weaknesses,self_development,geo_flex,financial_support_self,result,course_interest
Cary Edwicke,28/03/2019,{'C#': 3},['Organisation'],['Anxious'],Yes,Yes,Yes,Pass,Engineering
Randi Tomkowicz,20/03/2019,"{'C#': 3, 'Java': 4, 'Ruby': 4, 'R': 2, 'JavaScript': 1}",['Reliable'],['Impulsive'],Yes,Yes,Yes,Pass,Engineering
Stacey De Vuyst,27/03/2019,{'C#': 1},['Rational'],"['Sensitive', 'Slow']",Yes,Yes,Yes,Pass,Business
Gayle Vinsen,06/03/2019,"{'Python': 1, 'R': 2}","['Organisation', 'Listening']","['Impulsive', 'Controlling', 'Chatty']",Yes,Yes,Yes,Pass,Business
Myrlene Olyfant,27/03/2019,"{'Python': 1, 'Ruby': 6, 'R': 4, 'SPSS': 4, 'C++': 4}",['Listening'],['Anxious'],Yes,Yes,Yes,Pass,Business
Karina Andrejevic,13/03/2019,"{'C#': 6, 'Ruby': 2, 'JavaScript': 2}","['Ambitious', 'Listening']",['Indecisive'],No,No,Yes,Fail,Data
Sher Biesinger,19/03/2019,"{'Python': 5, 'C#': 7}","['Reliable', 'Empathy']","['Procrastination', 'Slow', 'Critical']",Yes,Yes,Yes,Pass,Engineering
Gladys Roote,06/03/2019,"{'Python': 2, 'C#': 1, 'Ruby': 4, 'SPSS': 3, 'C++': 3, 'JavaScript': 3}","['Versatile', 'Curious', 'Altruism']",['Passive'],Yes,Yes,Yes,Pass,Business
Sheffield Furzer,19/03/2019,"{'Python': 2, 'Java': 2, 'R': 3, 'JavaScript': 5}","['Creative', 'Listening', 'Innovative']","['Selfish', 'Chaotic', 'Critical']",Yes,Yes,Yes,Pass,Engineering
Danielle Absolom,19/03/2019,"{'Java': 2, 'SPSS': 4}",['Listening'],"['Slow', 'Distracted', 'Undisciplined']",Yes,Yes,Yes,Pass,Engineering
Fowler Crewdson,12/03/2019,"{'SPSS': 7, 'PHP': 4, 'JavaScript': 3}",['Passionate'],['Stubborn'],Yes,Yes,Yes,Pass,Business
Kaylil Gissing,13/03/2019,"{'Ruby': 5, 'R': 1, 'C++': 2, 'JavaScript': 6}",['Consistent'],"['Passive', 'Intolerant']",No,Yes,Yes,Fail,Business
Johnny Shea,05/03/2019,"{'Ruby': 3, 'SPSS': 5, 'C++': 1}","['Empathy', 'Passionate']","['Controlling', 'Distracted']",Yes,Yes,Yes,Pass,Business
Jill Pawelec,26/03/2019,"{'R': 5, 'SPSS': 1, 'JavaScript': 3}",['Innovative'],['Sensitive'],Yes,Yes,Yes,Fail,Engineering
Olenolin Wressell,26/03/2019,"{'R': 1, 'SPSS': 2}",['Rational'],['Distracted'],No,No,Yes,Fail,Data
Lelah Nisot,21/03/2019,"{'C#': 2, 'Java': 6}",['Empathy'],['Chatty'],Yes,Yes,Yes,Pass,Data
Durant Dell 'Orto,28/03/2019,"{'Python': 3, 'C#': 2, 'SPSS': 3}","['Reliable', 'Collaboration']",['Controlling'],Yes,Yes,Yes,Fail,Data
Gabby Neilson,13//03/2019,"{'C#': 7, 'Java': 2, 'R': 2, 'SPSS': 1, 'C++': 1, 'JavaScript': 5}","['Reliable', 'Creative']","['Sensitive', 'Undisciplined', 'Passive']",Yes,Yes,Yes,Pass,Engineering
Tobi Short,06/03/2019,"{'C#': 3, 'R': 3}","['Creative', 'Collaboration']",['Sensitive'],Yes,Yes,Yes,Pass,Data
Riannon Sibylla,20/03/2019,"{'C#': 1, 'Java': 4}","['Efficient', 'Composure']","['Critical', 'Perfectionist', 'Undisciplined']",Yes,Yes,Yes,Pass,Engineering
Tommie Hammerman,19/03/2019,"{'Python': 2, 'C#': 2, 'Java': 2, 'R': 2}","['Competitive', 'Composure', 'Perfectionism']",['Competitive'],Yes,Yes,No,Fail,Engineering
Anton Isaacs,13/03/2019,"{'C#': 5, 'R': 2, 'PHP': 1, 'C++': 1}","['Innovative', 'Charisma']",['Chaotic'],Yes,Yes,Yes,Fail,Data
Winne Kelloch,13/03/2019,"{'C#': 2, 'Java': 3, 'PHP': 2}",['Listening'],['Critical'],Yes,No,Yes,Fail,Engineering
Althea Kopelman,26/03/2019,"{'Java': 5, 'Ruby': 5, 'R': 6, 'JavaScript': 1}","['Organisation', 'Ambitious', 'Curious']","['Immature', 'Selfish']",Yes,Yes,Yes,Pass,Engineering
Barde Mcgeneay,14/03/2019,"{'C#': 3, 'Java': 1, 'JavaScript': 3}",['Independent'],"['Overbearing', 'Anxious']",Yes,Yes,Yes,Fail,Business
Reg Mcreynold,05/03/2019,"{'C#': 2, 'Ruby': 4, 'R': 6, 'C++': 5, 'JavaScript': 2}",['Collaboration'],"['Critical', 'Overbearing', 'Undisciplined']",Yes,Yes,Yes,Pass,Data
Ania Silver,19/03/2019,"{'Python': 2, 'Ruby': 1, 'C++': 1}",['Critical Thinking'],['Chatty'],Yes,No,Yes,Fail,Engineering
Chilton Fridaye,07/03/2019,"{'Python': 5, 'C#': 2, 'Ruby': 1, 'PHP': 3}",['Patient'],['Indecisive'],Yes,No,Yes,Fail,Business
Gae Crutch,07/03/2019,"{'C#': 2, 'R': 2}","['Organisation', 'Curious', 'Reliable']",['Introverted'],Yes,Yes,Yes,Pass,Business
Port Taylot,21/03/2019,"{'Ruby': 2, 'R': 2}","['Consistent', 'Curious']","['Perfectionist', 'Distracted', 'Impatient']",Yes,Yes,No,Fail,Business
Cirilo Worley,14/03/2019,"{'Java': 4, 'R': 6}","['Versatile', 'Determined']","['Competitive', 'Immature']",Yes,Yes,Yes,Pass,Engineering
Amelina Posnett,19/03/2019,"{'Python': 2, 'Java': 3, 'SPSS': 1, 'PHP': 2, 'C++': 4, 'JavaScript': 2}","['Empathy', 'Altruism', 'Collaboration']","['Impulsive', 'Slow', 'Distracted']",No,Yes,Yes,Fail,Business
Regan Dyball,27/03/2019,"{'Python': 2, 'Ruby': 6, 'SPSS': 4, 'PHP': 2}","['Ambitious', 'Empathy']","['Passive', 'Perfectionist', 'Indifferent']",Yes,Yes,Yes,Pass,Engineering
Frazer Trahmel,14/03/2019,"{'Java': 2, 'SPSS': 6, 'C++': 5, 'JavaScript': 1}",['Patient'],['Introverted'],Yes,Yes,Yes,Fail,Data
Ashley Fudge,19/03/2019,"{'Python': 4, 'Ruby': 1, 'R': 6, 'SPSS': 2, 'C++': 1}",['Empathy'],"['Intolerant', 'Indifferent']",Yes,Yes,Yes,Pass,Engineering
Cherianne Raddon,06/03/2019,"{'C#': 4, 'Java': 3, 'Ruby': 2}","['Courteous', 'Collaboration', 'Rational']","['Impulsive', 'Chatty']",Yes,Yes,Yes,Pass,Data
Cybil Mandrake,27/03/2019,"{'Python': 3, 'C#': 2, 'R': 5, 'JavaScript': 1}","['Rational', 'Independent', 'Reliable']",['Selfish'],Yes,Yes,Yes,Pass,Data
Deerdre Mussard,05/03/2019,"{'Python': 3, 'C#': 5, 'Ruby': 4, 'PHP': 1}","['Versatile', 'Courteous']","['Competitive', 'Impatient']",Yes,Yes,No,Fail,Data
Nadia Wheelton,19/03/2019,"{'C#': 1, 'JavaScript': 3}","['Versatile', 'Critical Thinking', 'Competitive']",['Perfectionist'],Yes,Yes,Yes,Pass,Data
Bella Tarbox,12/03/2019,"{'Ruby': 3, 'R': 1, 'SPSS': 4}","['Consistent', 'Courteous', 'Listening']",['Impulsive'],Yes,Yes,Yes,Pass,Engineering
Agustin Craine,21/03/2019,"{'C#': 6, 'SPSS': 1, 'C++': 3}",['Innovative'],"['Indifferent', 'Impulsive']",Yes,Yes,Yes,Pass,Data
Allene Hand,13/03/2019,"{'Python': 2, 'C#': 5, 'Java': 2, 'R': 4, 'SPSS': 2, 'C++': 4}",['Innovative'],"['Controlling', 'Indecisive', 'Distracted']",Yes,Yes,Yes,Pass,Business
Gearard Slegg,19/03/2019,"{'Ruby': 2, 'SPSS': 2, 'C++': 1, 'JavaScript': 3}",['Organisation'],['Chatty'],Yes,Yes,Yes,Pass,Business
Dick Rubinshtein,19/03/2019,"{'SPSS': 2, 'C++': 3}","['Altruism', 'Ambitious', 'Consistent']",['Indecisive'],Yes,Yes,No,Fail,Engineering
Dick Rubinshtein,19/03/2019,"{'SPSS': 2, 'C++': 3}","['Altruism', 'Ambitious', 'Consistent']",['Indecisive'],Yes,Yes,No,Fail,Engineering
Phineas Purton,05/03/2019,"{'Python': 1, 'R': 4, 'PHP': 2}","['Problem Solving', 'Innovative']","['Overbearing', 'Indecisive']",Yes,Yes,No,Fail,Engineering
Carly Rogge,28/03/2019,"{'Java': 1, 'C++': 2}",['Ambitious'],['Critical'],Yes,Yes,Yes,Pass,Engineering
Gaylord Alleway,06/03/2019,"{'C#': 1, 'C++': 2}","['Perfectionism', 'Efficient', 'Creative']","['Chaotic', 'Indifferent']",Yes,Yes,Yes,Pass,Engineering
Dre Southerton,26/03/2019,"{'C#': 1, 'Java': 4, 'PHP': 3}",['Perfectionism'],"['Anxious', 'Controlling', 'Indifferent']",Yes,Yes,No,Fail,Data
Mame Kneaphsey,28/03/2019,"{'Ruby': 2, 'R': 5, 'C++': 1}","['Listening', 'Charisma']","['Competitive', 'Critical']",Yes,Yes,Yes,Pass,Business
Elfrida Enden,13/03/2019,{'C#': 2},"['Empathy', 'Perfectionism']","['Sensitive', 'Selfish', 'Immature']",Yes,Yes,Yes,Pass,Engineering
Rustie Cormode,13/03/2019,"{'C#': 4, 'Java': 3, 'SPSS': 3, 'JavaScript': 2}",['Reliable'],"['Selfish', 'Stubborn']",Yes,Yes,Yes,Pass,Engineering
Quincey Gayle,20/03/2019,{'Python': 3},['Charisma'],"['Controlling', 'Competitive']",Yes,Yes,Yes,Pass,Engineering
Rosita Cabel,07/03/2019,"{'Python': 2, 'C#': 1, 'JavaScript': 1}",['Charisma'],"['Immature', 'Procrastination']",Yes,Yes,Yes,Pass,Data
Des Tomovic,13/03/2019,"{'Python': 4, 'R': 1, 'SPSS': 2, 'PHP': 1}",['Consistent'],['Chatty'],Yes,Yes,No,Fail,Business
Artair Rois,20/03/2019,"{'C#': 3, 'R': 4, 'C++': 2}","['Perfectionism', 'Listening', 'Versatile']","['Chatty', 'Anxious', 'Introverted']",Yes,Yes,Yes,Pass,Engineering
Glenn Coaker,28/03/2019,"{'C#': 3, 'Java': 4, 'R': 4, 'PHP': 2, 'C++': 2, 'JavaScript': 2}","['Charisma', 'Determined', 'Consistent']","['Introverted', 'Chaotic', 'Undisciplined']",Yes,Yes,Yes,Pass,Engineering
Artair Cartman,19/03/2019,"{'C#': 1, 'Java': 5, 'Ruby': 4, 'SPSS': 3, 'PHP': 1}","['Innovative', 'Ambitious']","['Competitive', 'Selfish', 'Sensitive']",Yes,Yes,Yes,Pass,Engineering
Lynea Heustice,06/03/2019,{'Python': 3},['Rational'],"['Overbearing', 'Sensitive']",Yes,Yes,Yes,Pass,Business
Neal Ginglell,26/03/2019,{'C#': 2},['Patient'],"['Distracted', 'Indifferent', 'Controlling']",Yes,Yes,Yes,Pass,Engineering
Cello Durrand,12/03/2019,"{'Python': 1, 'C#': 1, 'Ruby': 3, 'R': 3, 'PHP': 1}",['Altruism'],"['Indecisive', 'Intolerant', 'Introverted']",Yes,No,Yes,Fail,Business
Yance Grenfell,28/03/2019,"{'Python': 6, 'Java': 1, 'Ruby': 3, 'C++': 2}",['Creative'],['Introverted'],Yes,Yes,Yes,Fail,Business
L;Urette Daveley,12/03/2019,"{'Java': 6, 'Ruby': 3, 'JavaScript': 5}","['Passionate', 'Altruism']",['Passive'],Yes,Yes,Yes,Pass,Engineering
Rozanne Burhouse,27/03/2019,{'Java': 1},"['Passionate', 'Innovative', 'Ambitious']","['Anxious', 'Chaotic']",Yes,No,Yes,Fail,Data
Emily Yon,26/03/2019,"{'Python': 1, 'Java': 5, 'Ruby': 2, 'R': 4, 'SPSS': 5}","['Collaboration', 'Ambitious']","['Controlling', 'Chaotic']",No,Yes,Yes,Fail,Business
Emily Yon,26/03/2019,"{'Python': 1, 'Java': 5, 'Ruby': 2, 'R': 4, 'SPSS': 5}","['Collaboration', 'Ambitious']","['Controlling', 'Chaotic']",No,Yes,Yes,Fail,Business
Lemmie Wylam,07/03/2019,"{'Java': 3, 'R': 4, 'PHP': 1, 'JavaScript': 2}",['Curious'],['Competitive'],Yes,Yes,No,Fail,Business
Mattias Blanpein,19/03/2019,"{'Python': 4, 'C#': 3, 'C++': 1}","['Collaboration', 'Listening', 'Versatile']","['Undisciplined', 'Passive', 'Controlling']",Yes,Yes,Yes,Fail,Business
Adelbert Verrick,27/03/2019,{'Java': 6},"['Problem Solving', 'Ambitious']","['Indecisive', 'Intolerant']",Yes,Yes,Yes,Pass,Business
Jaymee Riden,19/03/2019,"{'Python': 7, 'SPSS': 4, 'C++': 3, 'JavaScript': 2}","['Perfectionism', 'Composure']",['Stubborn'],Yes,Yes,Yes,Pass,Engineering
Melinda Ocklin,21/03/2019,"{'Java': 1, 'SPSS': 3}",['Ambitious'],"['Sensitive', 'Undisciplined']",Yes,Yes,Yes,Pass,Data
Estele Prester,20/03/2019,"{'Python': 2, 'C#': 2, 'Java': 3, 'SPSS': 1}","['Courteous', 'Passionate']","['Chatty', 'Immature']",Yes,Yes,Yes,Pass,Business
Stern Ashfull,13/03/2019,"{'Python': 1, 'C#': 6, 'SPSS': 1, 'JavaScript': 4}","['Rational', 'Creative']","['Impulsive', 'Distracted']",Yes,Yes,Yes,Pass,Business
Franzen Iddy,20/03/2019,"{'Python': 4, 'Java': 3, 'JavaScript': 2}",['Efficient'],['Indecisive'],Yes,Yes,Yes,Pass,Engineering
Ashlie Siveter,26/03/2019,{'Python': 8},"['Empathy', 'Creative']","['Passive', 'Anxious']",Yes,Yes,Yes,Pass,Data
Maxwell Fadell,26/03/2019,{'C#': 7},['Perfectionism'],['Procrastination'],Yes,Yes,Yes,Pass,Engineering
Ofelia Crow,28/03/2019,"{'C#': 1, 'C++': 5}",['Empathy'],"['Impatient', 'Procrastination', 'Stubborn']",Yes,Yes,Yes,Pass,Data
Neely Aleksich,28/03/2019,"{'Python': 2, 'R': 3, 'C++': 6}",['Courteous'],"['Impulsive', 'Competitive']",No,Yes,Yes,Fail,Engineering
Hobart Caldeyroux,26/03/2019,"{'Python': 6, 'C#': 3}","['Organisation', 'Determined']","['Indecisive', 'Overbearing']",Yes,Yes,Yes,Pass,Business
Jeffy Dudding,13/03/2019,"{'Java': 3, 'PHP': 1, 'C++': 8, 'JavaScript': 1}",['Altruism'],"['Intolerant', 'Chaotic', 'Indifferent']",Yes,Yes,Yes,Pass,Data
Lauren Bister,20/03/2019,"{'Ruby': 3, 'PHP': 3, 'C++': 4}","['Perfectionism', 'Patient']",['Perfectionist'],Yes,Yes,Yes,Pass,Business
Bowie Nolton,07/03/2019,"{'C#': 5, 'Java': 3, 'R': 5}","['Creative', 'Charisma', 'Curious']","['Introverted', 'Chatty']",Yes,Yes,Yes,Pass,Data
Maurine Vedenyakin,13/03/2019,"{'C#': 3, 'R': 4, 'PHP': 2}","['Critical Thinking', 'Reliable']","['Stubborn', 'Impulsive', 'Anxious']",No,Yes,No,Fail,Data
Vannie Hounsome,05/03/2019,,"['Independent', 'Competitive', 'Rational']","['Chatty', 'Impulsive', 'Conventional']",Yes,Yes,No,Fail,Data
Tye Klejna,21/05/2019,"{'Python': 2, 'Ruby': 5, 'JavaScript': 2}",['Competitive'],"['Passive', 'Perfectionist', 'Anxious']",No,Yes,Yes,Fail,Engineering
Katya Curtois,21/05/2019,"{'Java': 1, 'JavaScript': 1}","['Perfectionism', 'Consistent', 'Critical Thinking']",['Chaotic'],Yes,Yes,Yes,Pass,Engineering
Laurella Daintrey,07/05/2019,"{'Python': 9, 'JavaScript': 3}",['Perfectionism'],['Slow'],Yes,No,Yes,Fail,Data
Worthington Stollenwerck,22/05/2019,"{'Python': 3, 'C#': 2, 'JavaScript': 3}",['Collaboration'],['Intolerant'],Yes,Yes,Yes,Pass,Engineering
Hartwell Candwell,28/05/2019,"{'R': 5, 'SPSS': 2, 'C++': 3, 'JavaScript': 4}","['Problem Solving', 'Ambitious']","['Procrastination', 'Immature']",Yes,Yes,Yes,Pass,Business
Loree Hinkens,01/05/2019,,"['Reliable', 'Organisation']","['Undisciplined', 'Slow', 'Anxious']",No,Yes,Yes,Fail,Data
Bernadette O' Timony,23/05/2019,"{'Python': 1, 'Java': 2, 'Ruby': 5, 'R': 4, 'SPSS': 5, 'C++': 2}","['Empathy', 'Passionate', 'Courteous']","['Impatient', 'Introverted', 'Passive']",Yes,Yes,Yes,Pass,Business
Andrei Musslewhite,16/05/2019,"{'C#': 2, 'Java': 2, 'R': 4, 'SPSS': 9, 'PHP': 1}",['Courteous'],"['Indifferent', 'Chaotic', 'Introverted']",Yes,Yes,Yes,Pass,Data
Nata Bohman,30/05/2019,"{'C#': 2, 'Java': 4, 'C++': 5, 'JavaScript': 1}","['Creative', 'Efficient']","['Controlling', 'Impatient']",Yes,No,No,Fail,Engineering
Kellie Tanguy,08/05/2019,"{'C#': 3, 'PHP': 4, 'JavaScript': 1}","['Independent', 'Perfectionism', 'Courteous']","['Procrastination', 'Conventional', 'Impatient']",Yes,Yes,Yes,Pass,Engineering
Shurlocke Cringle,21/05/2019,"{'Java': 5, 'R': 1, 'SPSS': 5, 'JavaScript': 3}",['Altruism'],['Chatty'],Yes,Yes,Yes,Pass,Data
Eden Goodboddy,08/05/2019,"{'Java': 3, 'SPSS': 5}","['Versatile', 'Efficient', 'Critical Thinking']","['Impulsive', 'Perfectionist']",Yes,Yes,Yes,Pass,Data
Omar Bromilow,07/05/2019,"{'Python': 1, 'C#': 3, 'Ruby': 3, 'JavaScript': 1}","['Rational', 'Patient', 'Problem Solving']","['Indecisive', 'Undisciplined', 'Stubborn']",No,No,Yes,Fail,Engineering
Jaquenetta Catonne,14/05/2019,"{'Java': 1, 'R': 5, 'SPSS': 2, 'JavaScript': 5}","['Innovative', 'Patient', 'Determined']",['Perfectionist'],Yes,Yes,Yes,Pass,Data
Vilhelmina Kissell,16/05/2019,"{'Python': 3, 'R': 3}","['Rational', 'Independent']",['Critical'],Yes,Yes,Yes,Pass,Engineering
Bibi Mastrantone,09/05/2019,"{'C#': 5, 'PHP': 1, 'C++': 1}",['Courteous'],"['Impulsive', 'Slow']",Yes,Yes,Yes,Pass,Business
Brittany Mccluskey,23/05/2019,"{'Java': 6, 'C++': 4}",['Courteous'],"['Undisciplined', 'Impatient', 'Controlling']",No,Yes,Yes,Fail,Data
Timmi Warr,23/05/2019,"{'Java': 3, 'Ruby': 5, 'C++': 1, 'JavaScript': 2}","['Curious', 'Collaboration', 'Consistent']","['Intolerant', 'Competitive']",Yes,Yes,Yes,Pass,Engineering
Laurel Ebbers,29/05/2019,"{'C#': 5, 'Java': 3, 'Ruby': 4, 'SPSS': 6}",['Critical Thinking'],['Competitive'],Yes,Yes,Yes,Pass,Engineering
Fax Schankelborg,07/05/2019,"{'Python': 3, 'Java': 1, 'R': 3, 'SPSS': 3}","['Problem Solving', 'Determined']",['Intolerant'],Yes,Yes,Yes,Pass,Engineering
Nickolas Fears,08/05/2019,"{'C#': 2, 'SPSS': 1, 'C++': 3, 'JavaScript': 2}","['Curious', 'Independent']","['Chatty', 'Perfectionist', 'Sensitive']",Yes,Yes,Yes,Pass,Data
Ardys Ruppele,29/05/2019,"{'C#': 4, 'Java': 4, 'R': 3, 'SPSS': 5, 'PHP': 1, 'JavaScript': 2}","['Problem Solving', 'Altruism']","['Selfish', 'Sensitive']",No,Yes,Yes,Fail,Engineering
Dallas Sheekey,23/05/2019,"{'C#': 4, 'SPSS': 4, 'C++': 4}",['Consistent'],"['Sensitive', 'Impulsive', 'Anxious']",Yes,Yes,Yes,Pass,Engineering
Cello Ricioppo,14/05/2019,"{'Python': 4, 'SPSS': 5, 'PHP': 1}",['Perfectionism'],['Controlling'],Yes,Yes,Yes,Fail,Data
Bennie Latan,30/05/2019,"{'Java': 3, 'Ruby': 4, 'R': 4, 'C++': 4, 'JavaScript': 2}","['Creative', 'Composure', 'Curious']",['Sensitive'],Yes,No,Yes,Fail,Engineering
Standford Brewitt,16/05/2019,"{'Python': 4, 'C#': 3, 'Ruby': 1, 'R': 4, 'C++': 1}","['Competitive', 'Collaboration', 'Rational']","['Perfectionist', 'Immature', 'Sensitive']",Yes,Yes,Yes,Pass,Data
Cristin Screas,21/05/2019,"{'Python': 1, 'Java': 3, 'SPSS': 5, 'C++': 4}","['Collaboration', 'Versatile']","['Sensitive', 'Chatty', 'Perfectionist']",Yes,Yes,Yes,Pass,Data
Florina Sudlow,29/05/2019,"{'Java': 5, 'PHP': 1}",['Empathy'],['Anxious'],Yes,Yes,Yes,Pass,Business
Maxi Macgaughey,15/05/2019,"{'Python': 3, 'Java': 2, 'Ruby': 2, 'R': 1, 'PHP': 1}",['Critical Thinking'],['Indifferent'],Yes,Yes,Yes,Pass,Engineering
Artemas Bewlay,08/05/2019,{'JavaScript': 1},"['Collaboration', 'Passionate']","['Immature', 'Slow']",Yes,Yes,Yes,Pass,Data
Morse Joly,22/05/2019,"{'Python': 4, 'C#': 1, 'Java': 2, 'R': 4, 'SPSS': 5, 'PHP': 2, 'JavaScript': 1}","['Courteous', 'Innovative', 'Passionate']","['Conventional', 'Anxious', 'Perfectionist']",Yes,Yes,Yes,Pass,Engineering
Albie Romanski,07/05/2019,"{'Python': 2, 'Java': 6, 'Ruby': 6, 'C++': 5}",['Versatile'],['Intolerant'],Yes,Yes,Yes,Pass,Business
Winnifred Hingeley,07/05/2019,{'Java': 2},"['Creative', 'Consistent', 'Composure']","['Chaotic', 'Chatty', 'Passive']",No,Yes,Yes,Fail,Engineering
Liane Lorente,29/05/2019,"{'C#': 3, 'R': 1, 'C++': 6, 'JavaScript': 4}",['Critical Thinking'],['Overbearing'],Yes,Yes,Yes,Pass,Engineering
Brendin Curran,21/05/2019,"{'Python': 2, 'Java': 1, 'R': 3}","['Determined', 'Innovative']",['Impatient'],Yes,No,Yes,Fail,Business
Shayne St Louis,02/05/2019,"{'Python': 2, 'Ruby': 7, 'JavaScript': 7}",['Perfectionism'],"['Stubborn', 'Impatient', 'Controlling']",Yes,Yes,No,Fail,Data
Ulrika Lemerie,15/05/2019,"{'Ruby': 4, 'PHP': 1, 'C++': 1}","['Listening', 'Altruism', 'Competitive']","['Impulsive', 'Overbearing', 'Perfectionist']",Yes,Yes,Yes,Pass,Business
Micheil Rotlauf,01/05/2019,"{'Ruby': 1, 'JavaScript': 2}","['Patient', 'Critical Thinking']",['Distracted'],Yes,Yes,Yes,Pass,Data
Darbee Goslin,29/05/2019,{'Ruby': 2},['Composure'],"['Stubborn', 'Selfish', 'Impulsive']",Yes,No,Yes,Fail,Engineering
Prisca Ginnally,07/05/2019,"{'Python': 4, 'Java': 2, 'PHP': 3, 'C++': 2}",['Altruism'],"['Introverted', 'Chaotic', 'Impulsive']",Yes,Yes,Yes,Pass,Engineering
Megen Durtnall,08/05/2019,"{'R': 3, 'SPSS': 3, 'C++': 3}","['Creative', 'Charisma']","['Impatient', 'Chaotic']",Yes,Yes,Yes,Pass,Business
Megen Durtnall,08/05/2019,"{'R': 3, 'SPSS': 3, 'C++': 3}","['Creative', 'Charisma']","['Impatient', 'Chaotic']",Yes,Yes,Yes,Pass,Business
Noel Hayland,30/05/2019,"{'C#': 1, 'Ruby': 6, 'R': 1, 'JavaScript': 2}","['Composure', 'Collaboration', 'Perfectionism']",['Chaotic'],Yes,Yes,Yes,Pass,Engineering
Clint Gorbell,22/05/2019,"{'C++': 2, 'JavaScript': 5}",['Courteous'],['Introverted'],Yes,No,Yes,Fail,Business
Judas Espadero,09/05/2019,"{'Java': 3, 'R': 3, 'SPSS': 3, 'PHP': 3}","['Determined', 'Reliable', 'Courteous']","['Slow', 'Impatient', 'Sensitive']",Yes,Yes,Yes,Pass,Data
Berri Cocklin,14/05/2019,"{'C#': 5, 'R': 2}",['Problem Solving'],['Critical'],No,Yes,Yes,Fail,Engineering
Wolfie Showers,23/05/2019,"{'Java': 2, 'SPSS': 2}","['Composure', 'Altruism']","['Anxious', 'Slow', 'Indifferent']",Yes,Yes,Yes,Pass,Business
Dion Pavlasek,15/05/2019,"{'C#': 4, 'Java': 2, 'SPSS': 2}","['Problem Solving', 'Collaboration', 'Altruism']","['Immature', 'Distracted']",Yes,Yes,No,Fail,Data
Timmy Benzies,02/05/2019,"{'C#': 3, 'Java': 4, 'Ruby': 4, 'R': 2, 'PHP': 4, 'JavaScript': 7}",['Ambitious'],['Introverted'],No,Yes,Yes,Fail,Engineering
Shepherd Aliman,09/05/2019,"{'C#': 2, 'SPSS': 3}",['Versatile'],['Impulsive'],No,Yes,Yes,Fail,Business
Angel Matteau,22/05/2019,"{'Python': 2, 'R': 3, 'PHP': 1, 'JavaScript': 4}","['Perfectionism', 'Patient', 'Determined']",['Competitive'],Yes,Yes,Yes,Pass,Business
Granger Carayol,28/05/2019,"{'R': 7, 'SPSS': 4}","['Independent', 'Collaboration', 'Rational']",['Controlling'],Yes,Yes,Yes,Fail,Engineering
Gaven Eckford,23/05/2019,"{'SPSS': 1, 'PHP': 2, 'C++': 2}","['Listening', 'Passionate', 'Reliable']",['Overbearing'],Yes,Yes,Yes,Pass,Business
Nicolea Gibbins,23/05/2019,"{'Python': 4, 'Ruby': 2, 'SPSS': 5, 'C++': 1}","['Versatile', 'Competitive', 'Problem Solving']","['Undisciplined', 'Sensitive']",Yes,Yes,Yes,Pass,Business
Retha Dunnico,01/05/2019,"{'Python': 2, 'C#': 1, 'C++': 4}",['Perfectionism'],['Competitive'],Yes,Yes,No,Fail,Data
Katharina Aleswell,09/05/2019,"{'Python': 9, 'C#': 7, 'Java': 2}","['Courteous', 'Consistent', 'Determined']",['Selfish'],Yes,Yes,Yes,Pass,Engineering
Joshuah Pourveer,14/05/2019,"{'Python': 4, 'R': 1, 'JavaScript': 4}","['Independent', 'Passionate', 'Ambitious']",['Competitive'],Yes,Yes,Yes,Fail,Data
Valentine Brosini,07/05/2019,"{'C#': 1, 'Java': 3, 'PHP': 1}",['Determined'],"['Immature', 'Passive']",Yes,Yes,Yes,Pass,Business
Alfi Mccracken,16/05/2019,"{'Ruby': 1, 'R': 6, 'SPSS': 1}",['Perfectionism'],['Introverted'],Yes,Yes,Yes,Pass,Engineering
Jolene Alyonov,21/05/2019,"{'Ruby': 7, 'SPSS': 4, 'C++': 1}","['Patient', 'Independent', 'Innovative']","['Undisciplined', 'Distracted', 'Competitive']",Yes,Yes,Yes,Pass,Business
Celina Burder,08/05/2019,"{'Python': 2, 'Java': 4, 'JavaScript': 2}","['Determined', 'Listening']","['Indecisive', 'Chatty']",No,Yes,Yes,Fail,Business
Adamo Osment,15/05/2019,{'JavaScript': 4},"['Creative', 'Reliable']","['Procrastination', 'Competitive', 'Anxious']",Yes,Yes,Yes,Pass,Data
Nance Tothe,01/05/2019,"{'C#': 6, 'Java': 1, 'SPSS': 2}","['Ambitious', 'Reliable']","['Introverted', 'Controlling']",Yes,Yes,Yes,Pass,Data
Adlai Gahagan,29/05/2019,"{'Python': 4, 'SPSS': 3}","['Consistent', 'Rational']","['Critical', 'Chatty']",Yes,Yes,Yes,Pass,Business
Blayne Jenne,29/05/2019,"{'Python': 3, 'Java': 2, 'JavaScript': 2}","['Versatile', 'Organisation']",['Anxious'],Yes,Yes,Yes,Pass,Business
Wren O'Curran,21/05/2019,{'Python': 1},"['Independent', 'Efficient']",['Procrastination'],Yes,Yes,Yes,Pass,Data
Pansy Tranckle,29/05/2019,"{'Java': 5, 'SPSS': 4, 'C++': 3}",['Versatile'],"['Immature', 'Anxious', 'Impulsive']",No,Yes,Yes,Fail,Engineering
